student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout
203058,M,COMMERCE,Y,Postgraduate,-,24.0,5.516853924295457,68.74838362745825,50346,4.0,22.8,41,4,5,Yes,0
215664,M,ECE,Yes,,N,26.0,6.0700457056272406,64.4041412618831,19850,4.0,17.3,49,0,5,No,0
214735,Male,ARTS,Nope,nan,-,26.0,6.836471500352162,88.29423891875769,29974,,12.4,31,4,0,,0
217380,M,ME,Yes,None,Y,23.0,5.613139651767936,88.41435195250152,91677,6.0,23.8,31,4,3,No,0
208956,FEMALE,ECE,Nope,,Y,26.0,5.586932619996697,60.269579233672665,46352,4.0,22.4,50,0,6,No,1
218453,M,ECE,No,Primary,-,25.0,4.31843861750876,73.59749336861356,41231,3.0,20.5,30,0,3,No,0
214452,,CIVIL,Nope,Postgraduate,N,17.0,6.160451745315408,74.84639984515091,38652,5.0,23.6,6,0,4,Yes,0
213267,Other,ECE,Nope,None,Yes,17.0,6.095026960323473,,74329,,23.0,9,0,6,Yes,0
217966,,CIVIL,Nope,nan,No,,5.406314646685352,46.393188192296,56153,,14.4,57,3,9,Y,0
213754,FEMALE,CS,Y,Primary,-,17.0,6.960130127385602,86.64467762339392,32340,,5.1,33,2,2,No,0
219333,FEMALE,CS,,nan,Y,25.0,,77.00473139179874,46055,5.0,15.1,39,0,1,,0
214850,FEMALE,CIVIL,nan,NA,Y,21.0,4.744654477890422,72.07456841829976,52934,5.0,11.7,22,1,0,No,0
215297,NA,ME,,nan,Y,25.0,6.301702948961535,58.78077928258587,28030,6.0,6.5,21,2,9,Yes,1
217949,NA,ECE,Y,NA,Y,25.0,6.422574859553167,79.84456116638637,70562,3.0,9.1,55,4,5,No,1
217472,Male,ARTS,,None,nan,17.0,4.365868335616053,70.53807695933232,4174,3.0,5.5,11,1,4,No,1
201921,M,COMMERCE,Y,None,Yes,20.0,6.42941190533042,56.53591301283697,43522,2.0,11.4,27,3,9,No,0
211778,NA,CS,Yes,Graduate,nan,25.0,6.631109946929412,93.3254928858093,51695,5.0,6.3,27,1,4,No,0
218165,Male,nan,,,Yes,22.0,6.337543961665413,63.25103704180543,25940,2.0,11.0,5,3,8,No,0
210138,M,ME,Nope,Graduate,-,26.0,6.794841448331117,76.78156648179804,83579,5.0,22.9,58,4,9,N,0
212037,NA,CIVIL,No,Postgraduate,N,17.0,4.298897931108051,92.39313101532466,47262,5.0,,11,3,5,Y,0
216185,Male,BIO,No,nan,Y,25.0,4.836053994585505,92.0317464188474,42469,4.0,5.4,19,1,8,Yes,0
208396,Male,ME,Yes,Secondary,No,21.0,5.389385171843549,61.03759197116784,46261,5.0,,51,1,1,No,0
217378,Other,CS,nan,None,Yes,26.0,4.153046449966082,81.76719636683511,69073,3.0,12.5,9,0,8,No,1
203851,,CIVIL,Nope,nan,Y,16.0,6.365925979468207,100.0,39295,3.0,20.9,2,3,7,No,0
203938,Female,ARTS,nan,nan,nan,24.0,5.5322816836264055,85.78594650986297,60509,3.0,9.4,7,1,3,No,0
219975,FEMALE,ECE,Nope,nan,N,23.0,,,33895,5.0,13.7,55,3,3,No,1
212321,Male,CS,Nope,NA,N,21.0,5.730025898913897,73.55786090139627,43679,,18.3,36,4,5,No,0
215055,Other,nan,Yes,,No,20.0,5.446329515602944,,59087,5.0,14.1,14,0,1,No,1
219819,Other,ECE,N,NA,N,19.0,5.93334120761196,87.21791206823849,68709,4.0,17.7,50,4,3,Y,0
215644,,ECE,No,NA,N,18.0,4.418357468148745,78.5745205998447,41460,2.0,11.7,29,4,0,No,0
217578,M,BIO,Y,NA,,23.0,4.455684924688138,62.1591980311582,7899,4.0,7.8,52,2,9,No,1
210351,FEMALE,COMMERCE,No,Secondary,-,18.0,6.3444365944972265,69.042190427073,72496,5.0,15.7,0,4,4,No,0
203607,M,CIVIL,No,None,Yes,21.0,6.091695286821793,80.88372472549173,42117,,5.9,48,2,6,Yes,0
213821,Male,ARTS,No,Primary,-,21.0,6.357864491647572,63.60641140046749,64398,3.0,11.8,29,1,7,Yes,1
201320,Female,CS,N,Secondary,nan,21.0,4.506981921299788,72.41445679584325,592320,5.0,9.1,45,4,2,No,1
213563,NA,,nan,NA,nan,16.0,6.622612294055304,64.35311420077657,52204,,25.0,28,2,4,Yes,0
210212,Female,COMMERCE,N,nan,Y,23.0,6.77005748226582,65.36378506021659,76779,2.0,23.2,17,4,5,Yes,0
212680,FEMALE,BIO,nan,Primary,nan,16.0,,92.94118199455909,57098,4.0,10.6,26,3,3,Yes,0
219304,Male,ECE,N,Graduate,Y,26.0,5.839634673108627,69.88111698195591,42068,3.0,20.7,39,0,0,No,0
200168,Female,ECE,Y,Graduate,-,17.0,5.141448457802034,62.823697643644444,23273,5.0,22.9,16,4,6,No,1
217656,Male,ECE,Nope,Secondary,Yes,16.0,5.453640567821239,87.6949391892442,653780,3.0,16.6,55,2,8,No,0
219211,NA,ARTS,Y,Primary,Yes,19.0,5.904014560976636,61.1722681872735,63154,3.0,,25,2,5,Yes,0
208628,Other,ECE,Nope,nan,nan,20.0,4.486899118653257,81.23088459469835,54765,3.0,10.2,14,2,2,Yes,0
216419,FEMALE,CIVIL,nan,nan,N,21.0,6.003198567013537,53.48481307621054,73396,4.0,7.4,50,3,9,No,0
213593,Other,nan,Nope,Graduate,Yes,26.0,4.799565875210291,97.37714405445504,52722,6.0,24.8,7,4,2,No,0
216982,Other,COMMERCE,N,NA,-,20.0,5.462991908302778,89.17579016875843,66800,5.0,15.0,19,2,4,NA,0
204950,FEMALE,nan,Nope,None,Y,25.0,6.782028962124654,74.16065392030666,47450,3.0,6.1,14,4,0,No,0
200398,Other,COMMERCE,,NA,No,25.0,5.52067866974932,76.27214919397572,44728,6.0,14.4,13,1,1,No,1
206832,Female,COMMERCE,No,Graduate,-,26.0,6.774970784291397,83.45567070464323,54527,5.0,15.2,57,2,3,NA,0
212083,NA,,Nope,Primary,No,,6.039462448112406,79.7919301473508,20518,4.0,20.5,42,2,3,No,1
200149,FEMALE,nan,Nope,Secondary,Yes,16.0,4.531118500797224,69.63877990464296,46676,6.0,12.0,45,1,6,No,1
203069,M,CS,No,Postgraduate,N,22.0,5.427793946952507,72.71705146291747,105540,,14.7,33,3,2,No,0
213113,NA,nan,Y,,nan,16.0,4.511679978946004,89.80853787372737,350750,6.0,9.3,23,0,3,No,0
200094,NA,nan,,Secondary,nan,,6.672665493557613,52.15215789847871,33996,3.0,13.4,31,4,1,,1
217219,Other,ARTS,N,Graduate,,,4.135657652001628,75.6261892701521,41382,3.0,10.9,13,2,5,No,0
207071,Female,COMMERCE,nan,nan,Y,24.0,6.818927708257194,59.163789122108035,67928,3.0,8.5,38,3,6,nan,0
218185,M,BIO,Nope,Primary,Y,23.0,6.450278985869866,73.29011149273714,49243,3.0,16.2,37,4,8,Yes,0
214187,Male,BIO,N,nan,nan,16.0,6.449683510725675,73.8759279015363,80546,3.0,14.2,23,4,7,No,0
217002,Other,BIO,,NA,-,20.0,6.2993157601520675,69.51789774507299,60577,2.0,8.1,27,1,2,No,0
212923,Other,ME,,NA,nan,23.0,5.884192725682697,94.75371783673828,52384,4.0,24.9,32,1,3,nan,0
208781,Female,CIVIL,nan,None,N,23.0,,72.13187039548865,37432,2.0,8.9,54,2,9,NA,0
213634,Male,BIO,No,Primary,Yes,26.0,4.271189650243024,77.47830975938827,92274,3.0,19.7,47,3,7,No,0
201496,FEMALE,BIO,Yes,Secondary,Yes,17.0,5.679137263009018,72.61867669495335,38874,5.0,10.5,10,1,5,No,0
208455,FEMALE,BIO,Nope,None,No,26.0,6.613338719351502,76.33699589696057,33989,4.0,20.0,9,4,8,No,0
205412,Female,BIO,Y,Graduate,,17.0,,74.18506769346087,78075,3.0,11.4,44,1,5,No,0
213874,Female,CS,N,nan,Yes,22.0,6.587835830583346,87.1080048497713,12415,6.0,6.9,23,1,7,Yes,0
204885,Other,ME,Y,Primary,Yes,26.0,6.250768139695008,59.82459879676561,65562,4.0,21.9,18,1,6,N,1
215290,M,ME,,Graduate,Yes,16.0,6.598713410164276,85.26754504188261,55467,5.0,17.7,4,0,2,NA,0
208550,Other,nan,N,nan,-,,6.096785590877001,85.47692854656393,-2630,5.0,21.1,6,0,9,Yes,0
208094,Male,CS,N,Graduate,-,21.0,6.559741289105046,68.44600181334633,32491,3.0,6.1,30,4,7,Y,0
218331,Male,ME,Y,None,nan,17.0,6.644428551109346,93.70122212355213,44966,4.0,20.9,48,2,6,Yes,0
219158,Female,,Nope,nan,No,24.0,5.756039114874144,63.62348931903087,47608,4.0,,54,2,0,Yes,0
203746,NA,nan,nan,Secondary,No,,4.868215838171765,,48232,3.0,17.0,20,1,2,No,0
213020,M,COMMERCE,Nope,Primary,nan,16.0,4.909750875619555,78.73483594899338,51400,2.0,,5,1,9,NA,1
205385,FEMALE,ME,nan,None,N,16.0,,64.95343710572374,79259,4.0,24.5,33,2,5,No,0
214722,NA,BIO,No,Postgraduate,-,17.0,4.913849642228678,55.536990775792816,42483,6.0,7.6,35,2,2,No,1
216574,Female,ME,Y,Primary,N,23.0,5.2712159274759545,80.3115384800701,54137,6.0,17.5,13,0,0,NA,0
219914,Female,CIVIL,No,Postgraduate,nan,,6.9517956943335015,82.04108401987334,19032,5.0,7.0,21,1,3,nan,0
204900,Male,CIVIL,Nope,NA,N,17.0,4.261918077945754,55.787616095776706,94621,6.0,7.7,56,3,0,No,1
201929,FEMALE,,Yes,Secondary,nan,17.0,4.932288168183053,67.5879403002044,86051,5.0,,52,4,3,No,1
206812,NA,ME,Yes,Secondary,N,23.0,6.7088100436063405,80.8665055713013,27968,2.0,24.8,8,2,4,,1
210333,FEMALE,CS,No,nan,Y,22.0,6.8934914676654415,84.04846920235981,8145,4.0,14.2,2,4,2,NA,0
209619,Male,nan,N,Graduate,nan,18.0,6.963829106594907,80.32993777928553,64197,2.0,20.9,40,1,2,Yes,0
205489,M,CIVIL,Yes,Primary,Y,19.0,4.619137085084041,83.02209234075951,57061,5.0,19.1,54,0,8,Yes,0
201967,Male,BIO,Y,Graduate,-,24.0,4.1028022668713975,,32790,2.0,6.6,46,2,1,No,0
210413,M,CIVIL,nan,None,Yes,17.0,5.614019551505322,78.28315303210393,57401,,18.0,5,4,7,Yes,0
219846,Female,ECE,Y,NA,Y,18.0,4.210838940503194,91.11663995343984,69730,5.0,22.0,11,4,8,No,0
201634,M,BIO,Nope,Primary,Y,21.0,6.100873736203107,95.76581398607969,50670,3.0,10.3,57,2,4,No,0
207988,Male,ME,N,Secondary,-,22.0,6.310617237747952,100.0,64532,,17.6,42,0,6,Yes,0
207499,Male,CIVIL,,nan,,24.0,5.301611415625514,63.29886116490563,19634,4.0,20.8,58,2,9,Yes,0
218595,Other,COMMERCE,Yes,NA,-,22.0,4.411195247478641,60.12135075468177,66362,4.0,7.3,46,2,8,,0
211040,Female,nan,Yes,Graduate,N,18.0,5.093363437091689,78.7859215343417,47080,3.0,20.1,27,4,9,Yes,0
209958,Male,ARTS,Yes,nan,Yes,17.0,6.57888618682168,,67008,2.0,13.2,38,0,4,No,0
203318,Other,ECE,Nope,Primary,No,17.0,4.687637255644566,69.18444089657717,98834,3.0,20.3,34,2,5,Yes,0
211848,M,CIVIL,N,nan,N,23.0,5.292386855322973,72.49028743856954,20942,5.0,20.3,37,4,9,Yes,0
209962,NA,CS,No,Postgraduate,Y,21.0,5.004260013066867,83.94071201544773,94250,6.0,19.3,50,3,5,No,0
201479,M,CS,Nope,Postgraduate,Yes,17.0,5.028885377587147,91.83126000334204,34557,3.0,6.4,8,0,9,No,0
214932,Male,CS,Nope,Primary,-,18.0,5.056447117150036,55.55058241051468,40870,5.0,14.6,48,4,0,No,0
215882,FEMALE,BIO,Yes,nan,nan,19.0,5.946688295363263,80.47257013517489,20452,2.0,16.4,58,2,1,Y,0
201498,M,BIO,Y,Secondary,,20.0,5.772611757654319,68.10207714760838,50786,6.0,24.0,0,0,6,nan,1
217951,Male,ARTS,Yes,Postgraduate,N,19.0,6.707938192465509,,21571,3.0,13.9,38,0,6,No,0
207301,FEMALE,ECE,Y,Graduate,,21.0,5.471687349881296,73.84260924908989,26255,6.0,16.9,20,4,9,No,0
210393,Male,ARTS,N,Secondary,-,25.0,5.6545742388458216,,59944,4.0,7.1,59,0,2,No,0
213118,Other,CS,Yes,NA,Yes,19.0,5.041549370399215,73.67166347195044,35861,,22.6,19,2,2,No,0
206664,NA,CS,nan,nan,No,17.0,5.5406418890686195,99.50192519137664,47660,4.0,18.1,52,2,0,Yes,0
216033,M,,N,Postgraduate,Yes,,5.878993803528658,68.69325395621476,63629,2.0,20.4,59,2,0,Yes,0
213069,NA,CIVIL,Y,None,Yes,20.0,4.561120336617441,60.417197560583105,51627,6.0,19.4,9,4,8,nan,0
201332,Other,CIVIL,Y,Primary,N,18.0,5.124674345073677,77.91639211021491,42109,3.0,18.3,25,4,0,No,1
207921,FEMALE,CS,nan,Secondary,N,19.0,5.390520050504465,70.8281220552033,67245,6.0,17.8,8,4,7,Yes,0
205149,,COMMERCE,nan,Graduate,Y,,4.250812953092372,65.42786814728058,35987,6.0,18.6,7,2,0,Yes,1
205702,NA,COMMERCE,nan,None,nan,25.0,4.234055191205235,71.05549596176249,51512,6.0,14.9,22,1,2,Yes,0
214004,NA,COMMERCE,No,Graduate,nan,19.0,5.9292885668733835,71.17030636770123,18450,3.0,14.5,47,2,0,No,1
202688,,nan,Nope,Secondary,Yes,22.0,6.742220573812596,79.64861917652401,24467,4.0,10.3,1,2,6,nan,0
201714,M,CIVIL,Nope,,N,,6.61609307605358,62.126120204396045,36989,6.0,23.9,15,1,6,,0
212483,FEMALE,ME,,Graduate,Yes,,5.308119160126464,,43947,6.0,23.4,34,0,1,No,0
207802,Other,CIVIL,Yes,Secondary,-,18.0,4.335196697645438,84.62741311979404,50753,2.0,15.7,56,4,2,No,0
200718,NA,ARTS,No,Primary,N,23.0,6.829477332269643,85.17903673126008,42385,3.0,11.7,41,3,3,Yes,0
215772,Female,ECE,nan,Secondary,N,17.0,6.848270370178366,58.44286364023202,51771,2.0,19.7,33,4,6,No,0
209653,FEMALE,COMMERCE,N,Graduate,N,25.0,5.486770400029393,89.75419088508103,74171,5.0,14.7,42,4,9,Yes,0
205833,Other,nan,Y,None,No,21.0,4.025423135238711,78.47073682339216,41432,2.0,19.3,22,2,3,N,0
215827,FEMALE,ME,No,nan,Yes,16.0,6.172292288366237,88.49416435963188,32403,2.0,8.1,7,2,3,No,0
203855,FEMALE,ME,nan,nan,Y,26.0,5.272121366376579,53.6290334455076,23108,5.0,9.1,4,1,3,Yes,0
213250,NA,nan,nan,Postgraduate,-,19.0,4.593911924619521,91.52969887955273,49303,5.0,,13,3,1,Yes,0
204113,Other,CIVIL,nan,nan,nan,21.0,6.015062850742858,66.7927495465243,49602,6.0,7.5,6,2,4,No,0
208773,NA,CIVIL,No,,nan,20.0,4.309665661247825,73.41456286371002,39551,5.0,10.3,56,4,2,No,0
216808,M,ME,N,Graduate,-,,5.425365719684529,70.1955272529602,28381,6.0,15.4,44,1,7,Yes,0
213219,,,Y,Primary,nan,23.0,5.87002922488322,75.03445035935326,62133,6.0,22.8,16,4,7,No,1
202715,Female,ME,Yes,Graduate,N,19.0,4.527905503694718,66.00731218818434,69469,2.0,20.2,37,0,1,No,0
214945,Female,ECE,nan,NA,Y,18.0,5.496713313463573,86.91036392531133,34536,2.0,17.5,33,1,2,Y,0
200316,M,ARTS,No,Secondary,No,19.0,6.63179676192075,94.58629174912912,30463,3.0,12.9,21,1,9,No,0
218374,NA,ARTS,nan,Graduate,Yes,18.0,6.137817102525807,83.19442076741238,48895,4.0,8.9,11,3,1,NA,0
213181,FEMALE,BIO,No,Postgraduate,-,19.0,5.083687532563312,75.38289259536532,30041,4.0,,42,1,8,No,0
212393,Other,CIVIL,Y,None,nan,23.0,,59.862393659319984,60547,4.0,,52,1,7,Yes,0
204333,Male,ECE,N,Graduate,N,18.0,,55.8764646214307,64000,6.0,15.5,29,1,0,No,0
207646,Female,CIVIL,Y,None,,,6.4196924640729645,69.15850748636245,50154,3.0,10.1,58,2,2,Y,0
217788,Other,ARTS,Y,NA,N,26.0,6.323612160511353,74.21534231332953,56469,2.0,6.6,45,4,7,No,0
202818,Female,COMMERCE,Nope,None,nan,26.0,5.842655756698034,77.42720514760721,59191,6.0,14.5,41,0,1,No,0
210170,M,nan,No,NA,No,18.0,5.0825741987908595,81.25315039655854,52453,5.0,,45,0,9,Yes,1
200950,FEMALE,ECE,nan,NA,-,21.0,6.752348053607543,58.778015578946935,66378,4.0,14.5,6,3,6,nan,0
214757,FEMALE,nan,nan,Secondary,N,26.0,6.473323543341286,86.28272203949228,76953,5.0,24.2,43,4,4,Yes,0
209961,Female,COMMERCE,No,nan,Yes,26.0,5.845369798259006,71.35740930612353,43627,2.0,21.0,52,2,8,NA,0
210043,NA,CIVIL,Nope,Secondary,Yes,17.0,6.490054105442891,84.09848630750814,67243,5.0,11.5,5,2,9,No,0
212033,Female,COMMERCE,Y,nan,-,26.0,5.422614198976714,61.6822357944433,19798,3.0,18.0,17,0,8,No,1
200030,M,ME,Yes,Postgraduate,N,26.0,6.48211730326366,72.8091077811408,33135,3.0,19.2,47,1,5,Yes,0
210272,FEMALE,CIVIL,Yes,Secondary,-,23.0,5.2516083070127655,85.71886729879512,45616,5.0,10.2,46,1,1,,1
201639,Other,CIVIL,N,Graduate,N,25.0,4.272748184743115,66.30030667515757,41967,4.0,11.7,38,4,9,No,0
216697,Male,ARTS,No,Graduate,N,21.0,5.107543732738052,77.42388178653415,40551,3.0,12.1,58,2,5,N,0
218781,NA,nan,nan,nan,-,22.0,6.6735652385933015,68.2541167875935,54285,5.0,21.3,31,1,5,No,0
208621,M,nan,Nope,None,N,21.0,6.959290580598239,68.35214777218613,44312,5.0,21.6,50,3,5,Yes,0
211661,Male,ECE,nan,nan,Yes,17.0,6.8817749492908975,78.35086124986518,29065,3.0,10.6,47,2,0,No,0
206779,FEMALE,BIO,,Primary,N,16.0,4.1776760709937655,76.78732827539993,41315,4.0,24.3,58,0,3,No,1
204456,Female,CIVIL,Yes,Primary,nan,25.0,6.820661814321571,78.6731376965569,48602,6.0,8.2,0,3,1,No,0
212577,Other,ARTS,Yes,,Y,21.0,6.54968764694834,77.74050752028597,70291,4.0,21.9,24,3,2,Yes,0
205709,,ECE,Yes,Postgraduate,nan,16.0,6.667890580064059,75.3445207537102,65408,6.0,20.1,49,0,2,No,1
208143,FEMALE,BIO,N,Secondary,N,22.0,4.95653875579198,59.626654043501276,50533,5.0,13.7,58,1,4,No,1
218705,M,BIO,nan,Postgraduate,Y,20.0,5.344320911352257,87.26680953369736,64494,4.0,24.0,44,3,4,No,0
208952,Female,,Yes,NA,N,23.0,6.432156402201604,64.96311353805127,50849,2.0,24.8,27,0,1,Yes,0
213464,FEMALE,CIVIL,Nope,Postgraduate,-,20.0,5.4973904737488155,58.77096476008729,80911,,17.1,45,4,9,No,0
201965,Other,CIVIL,Nope,NA,Yes,23.0,6.678917708091747,72.12429993864313,69709,4.0,7.9,18,3,7,NA,0
217913,Other,nan,No,Secondary,N,24.0,5.257635320432079,76.74604790709223,53620,6.0,18.1,4,1,8,Yes,0
201584,Female,ARTS,N,None,No,26.0,4.261168296268726,78.42120192124155,68199,6.0,13.2,10,1,6,Yes,1
202025,FEMALE,nan,No,Secondary,No,19.0,5.038282371075369,64.4845968288992,37270,6.0,19.4,58,0,2,Yes,1
214915,Female,ARTS,N,None,-,21.0,5.72608336904317,49.9467999388474,62131,3.0,10.3,30,2,2,No,1
205719,M,COMMERCE,Nope,NA,nan,23.0,4.6788671938499,74.6138222473238,66746,5.0,13.4,24,2,4,N,1
214725,M,ME,Nope,Postgraduate,Y,20.0,6.563882463968373,81.05391339379662,48945,5.0,18.4,42,3,7,No,0
216066,NA,nan,No,NA,nan,,4.06133747104852,83.95823013492404,30557,5.0,14.8,46,2,3,Yes,0
208140,,ME,,Postgraduate,Yes,16.0,5.246033234170557,83.92070527401602,54701,4.0,11.2,19,0,4,No,0
206187,FEMALE,ME,nan,NA,-,17.0,6.288027872565989,88.01359011414638,28377,5.0,,27,4,7,Y,0
215497,Female,,nan,Secondary,-,26.0,6.840447113111866,59.90821479813229,15907,2.0,21.2,11,3,9,nan,0
208164,NA,ME,Y,None,Yes,17.0,4.940516714081076,55.46262951903094,36338,5.0,13.6,43,4,5,No,1
202928,Female,,No,Graduate,nan,18.0,4.338373070361812,79.54800305751297,50199,6.0,,43,0,4,Yes,1
208045,NA,ARTS,nan,NA,-,16.0,4.966912267221122,72.48201556750453,54743,5.0,11.4,43,3,7,Yes,0
206797,Female,COMMERCE,Yes,Secondary,Y,,5.557389130984178,91.78812825788185,44885,2.0,10.6,24,2,0,Yes,0
207250,FEMALE,COMMERCE,nan,None,nan,17.0,6.60831435496589,73.21737474618374,39547,4.0,6.1,38,0,9,No,1
209051,NA,nan,Yes,NA,N,17.0,4.0251521923645655,58.400983034195114,49326,4.0,20.7,35,3,0,No,1
214509,Other,CS,nan,Primary,Y,18.0,5.1722483026764925,85.78010184534692,43940,6.0,16.5,52,2,9,No,1
207569,M,ECE,Yes,Primary,N,19.0,6.438879023755483,78.9001249460798,4106,3.0,8.0,39,0,3,No,0
218022,,CIVIL,N,Primary,Yes,18.0,4.1156130219585,56.78482439713531,11021,2.0,8.4,22,0,5,No,1
206600,NA,ARTS,Y,Graduate,Y,19.0,6.973587722236907,85.37914131179724,43059,4.0,20.5,48,2,9,No,0
201593,NA,nan,N,None,-,23.0,6.273978303210905,57.798614636410406,28786,2.0,16.6,46,0,7,NA,0
202201,Male,ME,N,None,Y,17.0,6.301644673568349,63.63035102794824,57801,2.0,,49,2,8,NA,0
207411,Female,CIVIL,Y,Secondary,N,17.0,6.982769643261383,67.20096361232905,64595,5.0,23.4,44,2,0,Yes,0
200700,,ECE,nan,NA,Y,23.0,6.130609024353585,87.34202808687525,43933,4.0,8.2,4,2,1,Yes,0
214513,NA,ECE,Yes,Primary,-,21.0,6.244006134485855,84.79201220646449,66377,6.0,9.2,17,3,8,Yes,1
216881,FEMALE,COMMERCE,Y,Primary,Y,23.0,4.76858701487312,74.6389034269794,19694,3.0,6.4,35,2,0,Yes,0
209729,Female,COMMERCE,nan,Secondary,nan,16.0,6.52765092681674,66.34654263999357,47647,6.0,5.1,3,2,6,Yes,1
203693,NA,ECE,nan,Primary,nan,20.0,4.2491825761486215,70.89241060279058,66054,4.0,8.7,13,3,6,No,0
207026,M,CS,Nope,nan,nan,,5.099847175096505,84.15510941112977,30883,3.0,12.6,20,0,2,N,0
203995,M,nan,Yes,nan,No,24.0,6.733616143321388,66.92413845106924,70170,4.0,8.6,2,2,7,Yes,0
219286,Female,CIVIL,Y,Postgraduate,-,,,65.22406225113798,76924,3.0,24.9,16,4,9,No,0
201314,M,CIVIL,No,nan,nan,24.0,,86.6143344351026,65780,6.0,23.6,34,4,7,,0
212986,M,ARTS,Yes,Secondary,,21.0,5.882257154238319,75.19537405745422,38376,3.0,15.4,20,3,9,No,0
200764,Male,nan,Y,None,Yes,20.0,6.0739390077227124,56.05417708337181,64903,6.0,21.4,3,1,8,N,1
209100,Male,ME,nan,Primary,Y,19.0,4.288324584801851,85.22105909358052,40905,4.0,11.9,19,2,0,Yes,0
204342,Male,ME,Nope,Primary,,17.0,5.445883240193963,58.86701241959565,27862,4.0,22.8,18,4,6,NA,1
214804,NA,ECE,Nope,Graduate,No,17.0,4.4939277237357205,70.3000794151572,46273,2.0,17.2,27,3,1,No,0
216875,Female,CIVIL,N,Primary,nan,24.0,,100.0,19854,5.0,24.7,53,3,3,No,0
210051,Other,nan,nan,Graduate,N,21.0,5.129719739017959,62.566330622879946,39579,4.0,9.4,28,0,9,No,0
210470,Male,ARTS,No,Postgraduate,N,21.0,,65.82728350888047,46953,3.0,,54,4,2,No,0
214876,NA,CS,No,None,N,22.0,,94.56847470042963,20965,3.0,21.5,14,1,7,nan,0
200038,M,CS,nan,Secondary,Yes,26.0,5.143686230647435,89.22461367861158,44299,5.0,10.9,20,2,3,No,0
203613,NA,ECE,Y,Postgraduate,N,16.0,5.183949840790554,81.32761603375812,39530,2.0,10.1,36,4,9,No,0
201455,FEMALE,ME,,Primary,Y,23.0,5.439021450573225,75.62649433524888,64286,5.0,11.6,43,4,9,,1
211067,,BIO,,None,nan,23.0,5.365604441960975,68.10668228306315,52775,4.0,21.6,16,1,9,N,0
214196,FEMALE,CIVIL,Y,nan,nan,19.0,5.436311503274712,,40201,2.0,16.5,10,3,0,Yes,0
210156,Male,CS,N,Graduate,No,22.0,5.825722174513756,56.488413725728236,43286,6.0,23.2,45,1,9,N,1
202894,Male,CIVIL,N,nan,nan,18.0,6.341387058443688,69.71486572172665,13825,4.0,19.5,29,3,6,No,0
205046,M,nan,nan,Graduate,N,,6.373179937848784,86.81776215802554,63922,5.0,15.4,33,2,9,No,1
211235,Other,ARTS,Yes,Graduate,No,23.0,5.987543460674546,94.2421859357651,83931,4.0,5.6,37,0,4,nan,0
209755,NA,,No,nan,N,18.0,,85.20848299429117,59100,4.0,9.2,17,3,0,No,0
208510,Other,ARTS,Yes,None,No,16.0,5.3854028394116575,69.3838796510344,60089,2.0,21.7,17,1,3,No,0
206377,Female,COMMERCE,N,Secondary,N,26.0,6.916332774784445,58.36791439552579,32740,2.0,10.8,21,1,1,N,0
216465,,COMMERCE,N,Secondary,nan,23.0,5.709322236862243,59.334532992705434,26089,2.0,8.8,33,2,5,Yes,0
212777,NA,,No,Postgraduate,Yes,26.0,4.9100134526099595,79.89112603920026,78250,3.0,19.5,15,2,7,NA,0
201053,NA,CS,nan,Postgraduate,Yes,20.0,4.428229858865094,94.56160173140793,41818,3.0,19.7,17,3,1,No,0
216993,Male,COMMERCE,Yes,,Yes,21.0,6.036872725631985,,72938,5.0,9.4,47,1,4,Yes,0
209419,M,COMMERCE,Yes,None,No,17.0,5.810088122432451,87.82184849119648,35237,4.0,9.9,10,4,8,No,0
218630,FEMALE,COMMERCE,nan,nan,N,21.0,4.654838409591931,75.06410800243002,459160,4.0,18.7,54,4,5,No,1
217805,Other,ECE,Nope,Postgraduate,-,,4.068129429559798,82.96287449208793,44926,5.0,7.0,19,3,0,No,0
214848,NA,COMMERCE,,Primary,No,19.0,6.925696940067692,36.073122015597306,72505,5.0,,22,4,6,Yes,0
219997,Female,CS,No,NA,No,25.0,5.378312186987252,84.41807447163966,56732,4.0,20.9,43,3,3,No,0
206969,Female,CS,N,Secondary,N,18.0,5.826138371044223,81.73207984887087,47039,4.0,19.1,40,2,5,Yes,0
211547,Male,ARTS,Nope,Graduate,No,,5.855056089636288,73.93552798060156,49363,4.0,,13,2,0,Yes,1
202807,Female,BIO,N,NA,No,22.0,5.073508283300055,56.489490152598755,94646,6.0,9.9,16,2,8,No,1
215056,Female,COMMERCE,No,NA,,22.0,,60.65247042359864,20191,,21.1,17,3,9,No,0
213962,Other,ME,No,Postgraduate,No,16.0,5.4020127346258136,87.45038524006391,27778,5.0,10.5,36,2,0,Yes,1
201739,Male,CIVIL,Y,Primary,-,16.0,4.807979434927444,58.71901494920644,44284,2.0,20.3,33,3,0,No,0
200304,Male,nan,,Secondary,No,17.0,6.643260407231997,100.0,98071,4.0,19.7,6,4,8,No,0
208657,NA,COMMERCE,Yes,Primary,No,17.0,6.807623481584338,68.83699847460849,43208,4.0,16.7,19,3,0,Yes,0
213988,M,nan,No,Postgraduate,nan,,5.941768565848953,76.66101542516999,84849,2.0,16.0,43,0,0,No,0
211581,NA,BIO,Yes,Graduate,Yes,17.0,6.930340617782809,64.74537881581517,51725,3.0,7.6,3,0,0,N,0
